ID_Orden,ID_Cliente,Edad,ID_Producto,Pais,Fecha_Registro,Fecha_Ultima_Compra,Cantidad_Cancelaciones,Estado_Suscripcion,Fecha_Orden,Precio_Unitario,Cantidad,Frecuencia_Compra,Categoria_Preferida,Nombre_Producto,Categoria,Genero,Total_Orden,Target
ORD5506,CUST1506,48,PROD706,pakistan,2020-10-26,2022-06-06,2,active,2024-10-21,59.06,8,27,clothing,T-Shirt,clothing,female,472.48,0
ORD5507,CUST1507,34,PROD707,pakistan,2021-03-30,2025-07-26,0,cancelled,2021-10-02,163.78,5,14,electronics,Gaming Console,electronics,male,818.9,1
ORD5508,CUST1508,57,PROD708,india,2021-09-08,2024-01-04,3,paused,2024-04-24,204.26,9,38,beauty,Dining Table,home,female,1838.34,0
ORD5509,CUST1509,42,PROD709,germany,2023-06-17,2024-08-07,3,active,2023-09-25,162.05,9,32,electronics,Vacuum Cleaner,home,male,1458.45,0
ORD5510,CUST1510,60,PROD710,germany,2022-10-25,2025-07-19,3,cancelled,2024-01-26,124.82,6,43,home,Sneakers,clothing,female,748.92,1
ORD5511,CUST1511,28,PROD711,canada,2022-08-09,2024-09-02,1,paused,2024-03-07,81.49,7,32,beauty,Vacuum Cleaner,home,female,570.43,0
ORD5512,CUST1512,34,PROD712,canada,2021-07-11,2025-05-22,0,paused,2022-07-25,36.04,3,23,clothing,Face Wash,beauty,male,108.12,0
ORD5513,CUST1513,44,PROD713,germany,2022-12-10,2025-05-26,4,cancelled,2024-01-05,243.55,7,26,beauty,Jeans,clothing,male,1704.8500000000001,1
ORD5514,CUST1514,57,PROD714,india,2021-03-20,2023-01-08,1,active,2023-03-18,428.54,3,33,home,Tablet,electronics,male,1285.6200000000001,0
ORD5515,CUST1515,54,PROD715,india,2022-05-25,2023-03-12,5,active,2025-04-09,234.67,3,8,home,Bluetooth Speaker,electronics,male,704.01,0
ORD5516,CUST1516,51,PROD716,india,2021-03-04,2023-06-17,1,cancelled,2024-07-18,142.25,9,40,home,Dining Table,home,male,1280.25,1
ORD5517,CUST1517,41,PROD717,usa,2023-03-12,2023-09-05,3,cancelled,2023-11-14,116.18,6,20,beauty,Dress,clothing,male,697.08,1
ORD5518,CUST1518,47,PROD718,uk,2021-07-16,2022-08-17,5,active,2022-02-15,321.74,6,15,clothing,Sneakers,clothing,male,1930.44,0
ORD5519,CUST1519,26,PROD719,usa,2020-09-01,2022-05-22,1,active,2023-03-12,266.97,5,9,beauty,Smartphone,electronics,female,1334.8500000000001,0
ORD5520,CUST1520,40,PROD720,canada,2022-10-22,2023-01-06,1,active,2024-09-30,283.96,5,36,home,Bluetooth Speaker,electronics,female,1419.8,0
ORD5521,CUST1521,43,PROD721,india,2021-02-27,2025-07-30,2,active,2025-06-06,382.28,4,47,sports,Dress,clothing,male,1529.12,0
ORD5522,CUST1522,53,PROD722,usa,2022-06-30,2024-05-27,2,paused,2024-07-09,217.42,4,43,home,Cycling Helmet,sports,male,869.68,0
ORD5523,CUST1523,63,PROD723,canada,2022-02-24,2022-03-13,3,active,2023-11-18,57.75,8,5,beauty,Lipstick,beauty,male,462.0,0
ORD5524,CUST1524,43,PROD724,usa,2021-03-04,2022-07-08,5,active,2025-03-01,256.45,4,29,home,Camera,electronics,female,1025.8,0
ORD5525,CUST1525,66,PROD725,uk,2023-06-07,2024-06-12,5,paused,2023-09-18,300.55,6,18,electronics,Tablet,electronics,male,1803.3000000000002,0
ORD5526,CUST1526,54,PROD726,india,2021-12-17,2021-12-17,3,paused,2023-07-14,75.6,8,26,sports,Smartphone,electronics,male,604.8,0
ORD5527,CUST1527,30,PROD727,india,2020-11-30,2024-07-05,4,cancelled,2024-07-20,1582.47,1,39,beauty,Sofa,home,male,1582.47,1
ORD5528,CUST1528,24,PROD728,usa,2022-08-29,2023-03-08,5,active,2023-07-05,199.61,6,30,beauty,Microwave,home,female,1197.66,0
ORD5529,CUST1529,50,PROD729,uk,2021-03-30,2025-01-07,3,active,2022-04-05,75.76,9,7,electronics,Moisturizer,beauty,male,681.84,0
ORD5530,CUST1530,26,PROD730,canada,2022-03-25,2024-05-21,1,active,2022-09-24,169.33,3,19,beauty,Lamp,home,male,507.99,0
ORD5531,CUST1531,44,PROD731,canada,2022-05-09,2022-07-23,5,active,2022-08-14,279.79,5,32,home,Cricket Bat,sports,female,1398.95,0
ORD5532,CUST1532,40,PROD732,usa,2022-08-18,2023-04-12,3,active,2024-08-27,18.93,4,45,electronics,Blender,home,male,75.72,0
ORD5533,CUST1533,41,PROD733,india,2020-11-28,2024-06-06,2,active,2021-09-15,147.55,8,32,home,Lamp,home,male,1180.4,0
ORD5534,CUST1534,54,PROD734,uk,2023-01-21,2023-11-14,4,active,2023-07-10,82.68,9,2,clothing,Headphones,electronics,male,744.1200000000001,0
ORD5535,CUST1535,29,PROD735,pakistan,2023-01-22,2023-12-17,4,cancelled,2023-10-06,178.63,9,15,beauty,Vacuum Cleaner,home,female,1607.67,1
ORD5536,CUST1536,20,PROD736,pakistan,2023-01-15,2023-02-14,3,active,2024-10-03,22.44,8,21,home,Shirt,clothing,female,179.52,0
ORD5537,CUST1537,59,PROD737,india,2022-05-30,2024-10-09,0,active,2024-11-08,443.38,4,8,sports,Headphones,electronics,female,1773.52,0
ORD5538,CUST1538,37,PROD738,canada,2022-07-10,2024-06-30,0,active,2022-11-20,189.41,8,46,electronics,Yoga Mat,sports,male,1515.28,0
ORD5539,CUST1539,61,PROD739,canada,2022-11-07,2025-02-13,4,active,2024-06-27,440.91,3,33,electronics,Perfume,beauty,female,1322.73,0
ORD5540,CUST1540,50,PROD740,canada,2020-11-02,2022-07-15,5,active,2021-02-05,944.82,2,29,beauty,Smartwatch,electronics,female,1889.64,0
ORD5541,CUST1541,67,PROD741,pakistan,2022-12-24,2025-01-22,0,paused,2024-06-05,892.74,2,49,electronics,Blender,home,male,1785.48,0
ORD5542,CUST1542,39,PROD742,uk,2022-07-18,2023-11-06,4,cancelled,2023-04-25,589.28,3,9,home,Blender,home,female,1767.84,1
ORD5543,CUST1543,64,PROD743,pakistan,2021-12-13,2022-01-07,5,paused,2023-03-07,233.33,3,38,clothing,Jacket,clothing,male,699.99,0
ORD5544,CUST1544,59,PROD744,uk,2022-09-08,2025-06-25,2,active,2025-05-11,168.05,9,3,electronics,Lipstick,beauty,female,1512.45,0
ORD5545,CUST1545,40,PROD745,usa,2023-02-24,2024-02-11,2,active,2025-08-12,227.34,5,17,sports,Gaming Console,electronics,female,1136.7,0
ORD5546,CUST1546,36,PROD746,uk,2021-07-04,2022-12-26,2,active,2025-01-09,164.42,3,22,clothing,Lamp,home,male,493.26,0
ORD5547,CUST1547,49,PROD747,germany,2023-05-21,2025-07-10,2,active,2023-10-23,577.99,1,12,electronics,Tablet,electronics,female,577.99,0
ORD5548,CUST1548,35,PROD748,uk,2020-11-28,2025-03-24,4,paused,2025-03-24,293.23,4,6,beauty,Refrigerator,home,female,1172.92,0
ORD5549,CUST1549,56,PROD749,uk,2021-05-03,2022-04-16,1,active,2023-01-24,188.99,6,20,beauty,Yoga Mat,sports,male,1133.94,0
ORD5550,CUST1550,57,PROD750,canada,2022-10-02,2025-04-13,5,active,2025-06-21,904.56,2,44,clothing,Lipstick,beauty,male,1809.12,0
ORD5551,CUST1551,63,PROD751,uk,2021-07-11,2023-08-25,0,active,2024-11-01,1220.25,1,9,home,Skirt,clothing,female,1220.25,0
ORD5552,CUST1552,29,PROD752,india,2022-05-06,2022-12-16,2,active,2023-04-20,34.17,6,35,sports,Cycling Helmet,sports,female,205.02,0
ORD5553,CUST1553,40,PROD753,usa,2021-08-30,2025-06-19,2,active,2024-10-24,152.91,9,5,beauty,Shampoo,beauty,female,1376.19,0
ORD5554,CUST1554,54,PROD754,germany,2022-04-13,2024-02-09,0,paused,2022-12-05,28.96,8,22,home,Blender,home,female,231.68,0
ORD5555,CUST1555,52,PROD755,india,2021-12-28,2024-02-23,3,active,2024-04-04,167.97,7,6,clothing,Jeans,clothing,male,1175.79,0
ORD5556,CUST1556,35,PROD756,india,2020-10-20,2022-12-02,5,active,2023-06-20,329.43,3,35,electronics,Dress,clothing,female,988.29,0
ORD5557,CUST1557,67,PROD757,usa,2022-11-09,2024-11-09,4,active,2024-01-06,1543.19,1,42,beauty,Lamp,home,male,1543.19,0
ORD5558,CUST1558,27,PROD758,uk,2021-12-08,2023-05-04,5,paused,2025-01-06,524.51,2,43,beauty,Dining Table,home,female,1049.02,0
ORD5559,CUST1559,38,PROD759,germany,2021-05-20,2021-07-31,4,active,2022-06-22,342.38,4,41,electronics,Jacket,clothing,female,1369.52,0
ORD5560,CUST1560,41,PROD760,uk,2023-05-11,2025-02-02,3,cancelled,2024-01-25,164.78,9,22,clothing,Face Wash,beauty,female,1483.02,1
ORD5561,CUST1561,33,PROD761,india,2021-03-12,2024-04-03,3,active,2024-01-31,159.26,9,30,home,Moisturizer,beauty,male,1433.34,0
ORD5562,CUST1562,45,PROD762,usa,2022-11-09,2024-10-08,3,active,2024-01-05,33.22,8,7,clothing,Chair,home,female,265.76,0
ORD5563,CUST1563,28,PROD763,germany,2021-12-22,2024-03-28,4,cancelled,2023-02-26,1815.34,1,19,electronics,Blender,home,male,1815.34,1
ORD5564,CUST1564,27,PROD764,germany,2021-06-09,2024-04-05,5,active,2021-08-22,17.0,4,2,clothing,Smartwatch,electronics,male,68.0,0
ORD5565,CUST1565,33,PROD765,pakistan,2022-05-13,2024-10-12,0,paused,2024-01-20,108.08,6,5,sports,Camera,electronics,male,648.48,0
ORD5566,CUST1566,28,PROD766,india,2021-02-23,2022-06-15,4,active,2023-11-06,18.44,6,5,beauty,Jacket,clothing,male,110.64000000000001,0
ORD5567,CUST1567,58,PROD767,uk,2020-09-12,2021-10-25,1,paused,2023-11-01,330.36,4,49,clothing,Running Shoes,sports,female,1321.44,0
ORD5568,CUST1568,34,PROD768,pakistan,2023-04-20,2023-10-17,2,active,2025-02-04,138.99,7,36,home,Moisturizer,beauty,female,972.9300000000001,0
ORD5569,CUST1569,52,PROD769,canada,2020-11-24,2023-08-25,4,active,2024-12-19,45.15,5,33,sports,Laptop,electronics,female,225.75,0
ORD5570,CUST1570,51,PROD770,usa,2020-10-19,2023-11-06,0,active,2023-03-18,266.24,4,21,beauty,Dining Table,home,male,1064.96,0
ORD5571,CUST1571,38,PROD771,pakistan,2023-02-19,2023-04-10,5,active,2023-07-06,127.91,9,29,sports,Lamp,home,male,1151.19,0
ORD5572,CUST1572,46,PROD772,uk,2023-05-20,2025-04-14,0,active,2024-03-28,49.35,7,49,clothing,Perfume,beauty,female,345.45,0
ORD5573,CUST1573,35,PROD773,usa,2021-03-12,2023-11-04,4,active,2021-09-15,12.69,9,14,beauty,Camera,electronics,female,114.21,0
ORD5574,CUST1574,34,PROD774,pakistan,2021-12-15,2025-05-27,4,active,2024-12-16,55.16,8,5,beauty,Skirt,clothing,male,441.28,0
ORD5575,CUST1575,62,PROD775,germany,2021-07-24,2025-05-28,4,active,2024-08-09,228.64,8,18,sports,Smartphone,electronics,other,1829.12,0
ORD5576,CUST1576,56,PROD776,usa,2021-07-31,2023-04-16,4,active,2025-07-01,554.17,3,46,clothing,Bluetooth Speaker,electronics,female,1662.5099999999998,0
ORD5577,CUST1577,43,PROD777,uk,2021-03-04,2021-06-02,5,active,2022-12-05,559.72,1,3,beauty,Yoga Mat,sports,female,559.72,0
ORD5578,CUST1578,43,PROD778,usa,2023-01-07,2023-08-13,4,active,2024-07-16,319.61,3,18,sports,Hoodie,clothing,male,958.83,0
ORD5579,CUST1579,30,PROD779,germany,2022-12-21,2023-11-26,0,active,2023-04-29,71.54,6,12,electronics,Camera,electronics,other,429.24,0
ORD5580,CUST1580,46,PROD780,germany,2020-11-02,2023-04-17,4,active,2024-03-22,36.79,8,17,clothing,Jeans,clothing,male,294.32,0
ORD5581,CUST1581,65,PROD781,uk,2022-05-23,2023-03-21,1,active,2023-07-16,1276.55,1,48,clothing,T-Shirt,clothing,male,1276.55,0
ORD5582,CUST1582,23,PROD782,uk,2020-12-20,2021-11-14,0,active,2021-03-26,683.35,2,10,electronics,Sneakers,clothing,male,1366.7,0
ORD5583,CUST1583,56,PROD783,canada,2021-09-23,2024-02-21,5,cancelled,2022-10-09,137.79,5,12,beauty,Lipstick,beauty,female,688.9499999999999,1
ORD5584,CUST1584,62,PROD784,usa,2022-06-01,2025-08-09,5,active,2024-03-13,309.26,4,17,home,Shampoo,beauty,female,1237.04,0
ORD5585,CUST1585,31,PROD785,pakistan,2022-04-22,2024-10-17,2,cancelled,2023-08-25,43.08,5,22,electronics,Nail Polish,beauty,female,215.39999999999998,1
ORD5586,CUST1586,67,PROD786,germany,2023-06-29,2025-01-02,4,active,2024-06-19,659.12,3,32,home,Cricket Bat,sports,female,1977.3600000000001,0
ORD5587,CUST1587,69,PROD787,canada,2022-06-13,2022-11-08,5,active,2023-11-20,177.67,7,28,sports,Shirt,clothing,female,1243.6899999999998,0
ORD5588,CUST1588,65,PROD788,usa,2021-03-14,2023-05-08,4,paused,2022-02-08,215.02,7,19,electronics,Dress,clothing,male,1505.14,0
ORD5589,CUST1589,51,PROD789,germany,2021-06-07,2025-07-09,4,paused,2024-07-07,978.5,1,14,home,Face Wash,beauty,male,978.5,0
ORD5590,CUST1590,43,PROD790,usa,2020-10-01,2024-10-11,0,active,2022-04-27,180.39,2,44,beauty,Chair,home,male,360.78,0
ORD5591,CUST1591,56,PROD791,canada,2022-09-29,2023-12-05,5,cancelled,2024-08-17,275.98,4,21,beauty,Microwave,home,female,1103.92,1
ORD5592,CUST1592,30,PROD792,usa,2022-11-08,2024-09-20,0,active,2024-12-15,105.63,7,36,clothing,Laptop,electronics,female,739.41,0
ORD5593,CUST1593,35,PROD793,india,2023-07-05,2024-01-23,5,active,2023-07-29,427.02,4,35,beauty,Refrigerator,home,female,1708.08,0
ORD5594,CUST1594,20,PROD794,germany,2022-04-23,2025-04-03,1,active,2022-09-30,93.14,9,2,sports,Microwave,home,female,838.26,0
ORD5595,CUST1595,59,PROD795,pakistan,2022-01-18,2023-10-03,4,paused,2023-09-20,58.61,3,47,clothing,Dumbbells,sports,other,175.82999999999998,0
ORD5596,CUST1596,53,PROD796,pakistan,2023-01-02,2024-02-14,0,cancelled,2025-04-13,261.37,6,41,electronics,Jacket,clothing,female,1568.22,1
ORD5597,CUST1597,66,PROD797,canada,2021-01-26,2021-01-28,1,active,2023-12-04,697.6,2,8,electronics,Perfume,beauty,male,1395.2,0
ORD5598,CUST1598,31,PROD798,pakistan,2021-01-07,2023-07-04,5,cancelled,2021-10-24,612.55,3,9,home,Sofa,home,female,1837.6499999999999,1
ORD5599,CUST1599,59,PROD799,germany,2022-08-09,2024-06-23,0,active,2022-12-14,150.44,2,47,beauty,Cricket Bat,sports,female,300.88,0
ORD5600,CUST1600,18,PROD800,germany,2023-07-04,2025-04-02,5,active,2023-07-19,118.23,9,40,beauty,Dumbbells,sports,other,1064.07,0
ORD5601,CUST1601,57,PROD801,usa,2022-07-24,2024-04-11,4,active,2024-12-07,1043.23,1,9,electronics,Microwave,home,male,1043.23,0
ORD5602,CUST1602,61,PROD802,germany,2022-02-07,2024-11-01,0,paused,2025-04-28,619.73,3,11,home,Cycling Helmet,sports,female,1859.19,0
ORD5603,CUST1603,58,PROD803,uk,2022-12-30,2025-08-06,1,active,2023-07-18,449.28,3,47,home,Skirt,clothing,female,1347.84,0
ORD5604,CUST1604,22,PROD804,germany,2022-04-28,2025-06-06,2,active,2025-04-03,1181.37,1,17,electronics,Dumbbells,sports,female,1181.37,0
ORD5605,CUST1605,53,PROD805,germany,2023-06-05,2024-11-26,3,active,2024-03-19,56.24,9,31,electronics,Sneakers,clothing,female,506.16,0
ORD5606,CUST1606,42,PROD806,pakistan,2022-01-11,2023-04-15,1,active,2023-04-04,458.76,4,16,electronics,Moisturizer,beauty,male,1835.04,0
ORD5607,CUST1607,57,PROD807,uk,2022-02-06,2022-10-01,0,cancelled,2024-07-18,4.92,8,40,home,Yoga Mat,sports,male,39.36,1
ORD5608,CUST1608,56,PROD808,uk,2023-06-26,2024-01-17,2,active,2024-09-15,314.8,4,4,electronics,Microwave,home,female,1259.2,0
ORD5609,CUST1609,51,PROD809,pakistan,2022-08-18,2023-05-20,4,paused,2023-01-27,475.45,4,1,clothing,Perfume,beauty,female,1901.8,0
ORD5610,CUST1610,51,PROD810,pakistan,2020-09-17,2022-05-09,2,active,2023-05-30,224.82,2,28,sports,Bluetooth Speaker,electronics,male,449.64,0
ORD5611,CUST1611,20,PROD811,usa,2021-08-17,2021-12-25,3,active,2024-10-22,187.96,2,32,electronics,Shampoo,beauty,female,375.92,0
ORD5612,CUST1612,26,PROD812,germany,2022-01-17,2023-11-03,4,active,2024-02-05,123.54,8,18,beauty,Jacket,clothing,male,988.32,0
ORD5613,CUST1613,65,PROD813,india,2022-07-11,2023-04-25,1,cancelled,2024-10-01,384.32,4,13,clothing,Conditioner,beauty,male,1537.28,1
ORD5614,CUST1614,53,PROD814,usa,2021-04-23,2024-03-30,5,cancelled,2025-07-30,158.27,4,40,clothing,Laptop,electronics,male,633.08,1
ORD5615,CUST1615,61,PROD815,pakistan,2022-10-14,2024-08-10,4,cancelled,2023-05-26,252.11,7,25,clothing,Face Wash,beauty,male,1764.77,1
ORD5616,CUST1616,26,PROD816,germany,2022-12-27,2024-09-18,1,active,2023-06-15,174.23,1,11,sports,Face Wash,beauty,male,174.23,0
ORD5617,CUST1617,36,PROD817,usa,2022-09-08,2025-03-02,1,active,2025-06-27,150.89,6,28,beauty,Blender,home,male,905.3399999999999,0
ORD5618,CUST1618,56,PROD818,usa,2021-08-04,2024-10-26,2,cancelled,2022-12-26,169.91,8,24,electronics,Smartphone,electronics,male,1359.28,1
ORD5619,CUST1619,57,PROD819,pakistan,2021-06-16,2021-08-27,2,active,2021-10-19,94.81,4,33,clothing,Laptop,electronics,male,379.24,0
ORD5620,CUST1620,21,PROD820,uk,2022-03-29,2024-09-19,4,active,2023-12-04,168.81,3,37,home,Moisturizer,beauty,female,506.43,0
ORD5621,CUST1621,34,PROD821,india,2023-07-07,2023-07-30,5,active,2025-01-20,415.64,1,13,beauty,Skirt,clothing,female,415.64,0
ORD5622,CUST1622,23,PROD822,india,2022-01-25,2022-05-28,5,cancelled,2023-08-23,24.21,5,19,electronics,Microwave,home,female,121.05000000000001,1
ORD5623,CUST1623,66,PROD823,usa,2022-03-06,2023-03-08,2,cancelled,2022-07-23,132.42,8,14,home,Gaming Console,electronics,male,1059.36,1
ORD5624,CUST1624,50,PROD824,usa,2021-01-07,2023-04-28,1,cancelled,2025-01-25,177.1,5,49,clothing,Face Wash,beauty,male,885.5,1
ORD5625,CUST1625,64,PROD825,uk,2020-10-17,2021-01-06,2,active,2022-04-07,239.59,7,35,electronics,Basketball,sports,female,1677.13,0
ORD5626,CUST1626,36,PROD826,india,2021-12-21,2025-03-29,3,cancelled,2024-03-19,165.39,5,28,clothing,Smartphone,electronics,female,826.9499999999999,1
ORD5627,CUST1627,62,PROD827,pakistan,2021-08-23,2023-10-07,1,paused,2022-08-30,445.44,2,28,beauty,Cricket Bat,sports,female,890.88,0
ORD5628,CUST1628,46,PROD828,germany,2021-09-22,2024-04-23,5,cancelled,2024-12-18,562.29,3,30,home,Tennis Racket,sports,female,1686.87,1
ORD5629,CUST1629,43,PROD829,india,2022-01-08,2024-10-17,0,cancelled,2024-12-29,108.56,8,10,clothing,Chair,home,female,868.48,1
ORD5630,CUST1630,67,PROD830,germany,2021-02-03,2024-05-06,1,paused,2022-12-16,908.4,2,46,clothing,Skirt,clothing,male,1816.8,0
ORD5631,CUST1631,57,PROD831,canada,2022-01-07,2024-06-29,5,active,2025-08-12,1904.04,1,6,beauty,Smartphone,electronics,female,1904.04,0
ORD5632,CUST1632,46,PROD832,pakistan,2021-11-01,2024-01-26,1,active,2023-06-22,313.25,6,42,electronics,Running Shoes,sports,male,1879.5,0
ORD5633,CUST1633,65,PROD833,canada,2023-08-12,2024-01-13,0,paused,2024-10-22,174.86,8,37,clothing,Dining Table,home,male,1398.88,0
ORD5634,CUST1634,39,PROD834,canada,2021-11-13,2022-08-31,5,active,2025-02-04,207.22,8,18,clothing,Cricket Bat,sports,male,1657.76,0
ORD5635,CUST1635,57,PROD835,india,2021-06-16,2025-07-27,0,active,2021-09-06,232.51,4,40,home,Sofa,home,female,930.04,0
ORD5636,CUST1636,55,PROD836,germany,2022-01-02,2023-07-19,0,active,2025-02-04,67.19,9,25,sports,Lamp,home,female,604.71,0
ORD5637,CUST1637,37,PROD837,uk,2021-06-19,2025-07-15,0,active,2025-03-16,111.88,6,39,electronics,Lipstick,beauty,male,671.28,0
ORD5638,CUST1638,58,PROD838,uk,2021-07-27,2025-08-07,3,paused,2022-05-20,924.05,1,1,beauty,Running Shoes,sports,female,924.05,0
ORD5639,CUST1639,40,PROD839,pakistan,2021-01-23,2021-09-30,3,active,2023-03-26,85.08,6,6,clothing,Basketball,sports,female,510.48,0
ORD5640,CUST1640,69,PROD840,india,2021-01-21,2025-06-22,5,cancelled,2024-08-28,179.5,8,33,beauty,Smartwatch,electronics,female,1436.0,1
ORD5641,CUST1641,41,PROD841,germany,2021-07-04,2022-09-23,4,paused,2023-08-22,73.15,4,49,home,Shirt,clothing,male,292.6,0
ORD5642,CUST1642,64,PROD842,pakistan,2022-09-11,2025-07-10,0,active,2025-01-11,180.64,6,38,home,Shirt,clothing,male,1083.84,0
ORD5643,CUST1643,46,PROD843,uk,2022-08-31,2023-09-10,0,active,2023-01-22,160.41,8,10,beauty,Conditioner,beauty,male,1283.28,0
ORD5644,CUST1644,21,PROD844,germany,2021-07-05,2024-12-09,0,active,2021-07-05,110.39,9,28,sports,Conditioner,beauty,female,993.51,0
ORD5645,CUST1645,32,PROD845,pakistan,2021-11-29,2025-07-28,2,active,2024-08-05,202.22,6,46,clothing,Hoodie,clothing,female,1213.32,0
ORD5646,CUST1646,19,PROD846,pakistan,2022-09-04,2023-11-21,4,active,2024-06-04,147.21,8,13,home,Microwave,home,male,1177.68,0
ORD5647,CUST1647,52,PROD847,uk,2021-06-24,2025-07-09,3,paused,2021-09-22,211.08,2,16,home,Running Shoes,sports,female,422.16,0
ORD5648,CUST1648,24,PROD848,usa,2021-08-10,2023-07-19,0,paused,2024-09-15,57.73,8,25,clothing,Face Wash,beauty,male,461.84,0
ORD5649,CUST1649,66,PROD849,usa,2020-12-27,2023-09-30,2,cancelled,2022-12-24,786.08,2,19,sports,Jeans,clothing,female,1572.16,1
ORD5650,CUST1650,43,PROD850,usa,2021-06-26,2023-10-29,4,active,2022-05-18,77.67,8,37,beauty,Shampoo,beauty,female,621.36,0
ORD5651,CUST1651,25,PROD851,uk,2022-04-15,2022-09-13,5,active,2023-11-10,85.4,3,49,sports,Jeans,clothing,male,256.20000000000005,0
ORD5652,CUST1652,59,PROD852,usa,2023-02-24,2024-07-11,1,active,2025-05-05,1165.65,1,28,home,Dumbbells,sports,male,1165.65,0
ORD5653,CUST1653,47,PROD853,uk,2021-08-28,2021-12-14,4,active,2021-11-26,49.06,7,20,clothing,Face Wash,beauty,male,343.42,0
ORD5654,CUST1654,46,PROD854,canada,2023-01-27,2024-07-14,4,active,2023-09-21,164.98,3,21,beauty,Basketball,sports,female,494.93999999999994,0
ORD5655,CUST1655,56,PROD855,canada,2023-07-12,2024-03-19,3,cancelled,2024-02-11,286.43,3,16,electronics,Vacuum Cleaner,home,male,859.29,1
ORD5656,CUST1656,36,PROD856,pakistan,2020-10-29,2023-05-25,1,active,2023-04-22,83.74,4,34,sports,Chair,home,female,334.96,0
ORD5657,CUST1657,31,PROD857,canada,2023-01-09,2025-01-19,0,active,2024-11-03,196.16,5,47,clothing,Dumbbells,sports,female,980.8,0
ORD5658,CUST1658,39,PROD858,india,2023-03-24,2023-08-16,0,active,2025-08-11,694.93,2,22,clothing,Perfume,beauty,female,1389.86,0
ORD5659,CUST1659,56,PROD859,canada,2020-09-29,2025-01-20,4,active,2021-07-06,467.28,2,34,sports,Face Wash,beauty,female,934.56,0
ORD5660,CUST1660,60,PROD860,pakistan,2023-01-08,2024-11-15,2,active,2023-04-18,146.17,9,18,electronics,Sneakers,clothing,male,1315.53,0
ORD5661,CUST1661,32,PROD861,uk,2021-05-27,2022-06-08,3,active,2024-06-18,41.76,7,41,home,Smartwatch,electronics,female,292.32,0
ORD5662,CUST1662,57,PROD862,uk,2020-10-17,2025-02-16,4,paused,2023-01-07,111.45,8,39,clothing,Microwave,home,female,891.6,0
ORD5663,CUST1663,40,PROD863,canada,2020-08-23,2025-03-21,1,active,2022-05-15,835.56,2,10,beauty,Chair,home,female,1671.12,0
ORD5664,CUST1664,21,PROD864,india,2023-04-10,2025-03-23,2,paused,2023-08-22,660.78,3,8,electronics,Smartphone,electronics,female,1982.34,0
ORD5665,CUST1665,42,PROD865,germany,2022-04-06,2023-09-09,1,active,2022-10-30,150.11,6,49,sports,Jeans,clothing,female,900.6600000000001,0
ORD5666,CUST1666,20,PROD866,germany,2023-06-12,2024-05-31,0,cancelled,2024-11-24,283.26,2,49,sports,Smartphone,electronics,male,566.52,1
ORD5667,CUST1667,32,PROD867,canada,2023-01-06,2023-06-24,0,active,2023-07-29,986.68,1,29,clothing,Lipstick,beauty,male,986.68,0
ORD5668,CUST1668,32,PROD868,uk,2022-04-18,2024-05-24,2,cancelled,2024-07-27,169.24,6,7,home,Yoga Mat,sports,female,1015.44,1
ORD5669,CUST1669,50,PROD869,germany,2020-12-15,2025-07-13,4,cancelled,2021-11-20,192.21,9,10,sports,Shirt,clothing,male,1729.89,1
ORD5670,CUST1670,30,PROD870,uk,2022-09-23,2023-07-11,3,active,2024-11-19,27.97,9,14,electronics,Perfume,beauty,male,251.73,0
ORD5671,CUST1671,53,PROD871,pakistan,2022-12-06,2023-03-03,4,cancelled,2025-03-21,170.74,6,39,sports,Tennis Racket,sports,female,1024.44,1
ORD5672,CUST1672,56,PROD872,pakistan,2022-08-19,2023-02-18,1,cancelled,2023-12-20,124.97,5,21,electronics,Vacuum Cleaner,home,female,624.85,1
ORD5673,CUST1673,48,PROD873,pakistan,2021-12-03,2022-07-06,2,paused,2024-05-18,78.19,7,30,clothing,Perfume,beauty,female,547.3299999999999,0
ORD5674,CUST1674,25,PROD874,usa,2023-02-21,2025-01-31,5,active,2023-06-25,301.07,5,10,electronics,Sofa,home,male,1505.35,0
ORD5675,CUST1675,42,PROD875,usa,2022-10-04,2023-09-04,4,paused,2024-08-29,51.81,5,31,electronics,Gaming Console,electronics,male,259.05,0
ORD5676,CUST1676,28,PROD876,india,2022-10-05,2023-03-18,0,cancelled,2025-06-11,817.55,2,1,sports,Conditioner,beauty,female,1635.1,1
ORD5677,CUST1677,20,PROD877,usa,2023-07-23,2025-04-11,2,cancelled,2024-04-28,470.4,2,19,beauty,Tablet,electronics,male,940.8,1
ORD5678,CUST1678,52,PROD878,canada,2023-06-02,2024-05-18,2,paused,2025-01-04,244.14,6,10,home,Refrigerator,home,female,1464.84,0
ORD5679,CUST1679,66,PROD879,pakistan,2021-06-26,2021-09-17,2,active,2023-09-19,95.2,3,6,beauty,Gaming Console,electronics,female,285.6,0
ORD5680,CUST1680,57,PROD880,canada,2023-05-23,2025-02-18,2,active,2024-07-13,670.66,2,24,sports,Tennis Racket,sports,male,1341.32,0
ORD5681,CUST1681,40,PROD881,india,2022-06-28,2024-01-17,3,active,2023-03-31,213.06,1,13,home,Lipstick,beauty,male,213.06,0
ORD5682,CUST1682,39,PROD882,india,2021-03-03,2022-10-17,5,active,2022-03-08,36.45,8,48,home,Blender,home,female,291.6,0
